annotation_blinded,association_id,behavior_feature_rate,behavior_id,behavior_mean,behavior_profile_count,behavior_profiles,causal_claim,comparison_feature_rate,comparison_mean,confidence_interval_95,contingency_table,contrast_definition,corrected_p_value,corrected_significance,decision,effect_size,evidence_kind,feature_family,feature_id,feature_value,independence_group,input_dependencies,odds_ratio,permutation_iterations,profile_count,raw_p_value,replication_status,standardized_effect,sufficiently_powered,test_type
False,decisive_action_under_pressure:gematria.ordinal.digital_root=3,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.5,,"[0.078026, 115.345698]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 2, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,gematria,gematria.ordinal.digital_root,3,name_input,"[""recorded_name""]",3.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:gematria.ordinal.digital_root=6,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,gematria,gematria.ordinal.digital_root,6,name_input,"[""recorded_name""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:gematria.ordinal.digital_root=7,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,gematria,gematria.ordinal.digital_root,7,name_input,"[""recorded_name""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:gematria.reverse_ordinal.digital_root=2,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,gematria,gematria.reverse_ordinal.digital_root,2,name_input,"[""recorded_name""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:gematria.reverse_ordinal.digital_root=3,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,gematria,gematria.reverse_ordinal.digital_root,3,name_input,"[""recorded_name""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:gematria.reverse_ordinal.digital_root=6,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.5,,"[0.078026, 115.345698]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 2, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,gematria,gematria.reverse_ordinal.digital_root,6,name_input,"[""recorded_name""]",3.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:kamea.jupiter.composite_score,,decisive_action_under_pressure,0.332856,1,"[""neil_armstrong""]",False,,0.357962,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.025106,exploratory_statistical_association,kamea,kamea.jupiter.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.80223955209,unreplicated_pilot,-0.861484,False,permutation_mean_difference
False,decisive_action_under_pressure:kamea.mars.composite_score,,decisive_action_under_pressure,0.418668,1,"[""neil_armstrong""]",False,,0.393939,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.024729,exploratory_statistical_association,kamea,kamea.mars.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.404119176165,unreplicated_pilot,1.077333,False,permutation_mean_difference
False,decisive_action_under_pressure:kamea.mercury.composite_score,,decisive_action_under_pressure,0.303966,1,"[""neil_armstrong""]",False,,0.339777,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.035811,exploratory_statistical_association,kamea,kamea.mercury.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.403719256149,unreplicated_pilot,-1.076617,False,permutation_mean_difference
False,decisive_action_under_pressure:kamea.moon.composite_score,,decisive_action_under_pressure,0.303966,1,"[""neil_armstrong""]",False,,0.336993,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.033027,exploratory_statistical_association,kamea,kamea.moon.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.386122775445,unreplicated_pilot,-0.986041,False,permutation_mean_difference
False,decisive_action_under_pressure:kamea.saturn.composite_score,,decisive_action_under_pressure,0.427589,1,"[""neil_armstrong""]",False,,0.447819,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.02023,exploratory_statistical_association,kamea,kamea.saturn.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,1.0,unreplicated_pilot,-0.269848,False,permutation_mean_difference
False,decisive_action_under_pressure:kamea.sun.composite_score,,decisive_action_under_pressure,0.340675,1,"[""neil_armstrong""]",False,,0.351562,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.010887,exploratory_statistical_association,kamea,kamea.sun.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,1.0,unreplicated_pilot,-0.235849,False,permutation_mean_difference
False,decisive_action_under_pressure:kamea.top_planet=mars,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,kamea,kamea.top_planet,mars,name_input,"[""recorded_name"", ""cipher_rules""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:kamea.top_planet=saturn,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.75,,"[0.030889, 53.515866]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 3, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.25,exploratory_statistical_association,kamea,kamea.top_planet,saturn,name_input,"[""recorded_name"", ""cipher_rules""]",1.285714,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:kamea.venus.composite_score,,decisive_action_under_pressure,0.316796,1,"[""neil_armstrong""]",False,,0.360158,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.043362,exploratory_statistical_association,kamea,kamea.venus.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.417716456709,unreplicated_pilot,-0.915354,False,permutation_mean_difference
False,decisive_action_under_pressure:numerology.attitude.number=11,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.attitude.number,11,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.attitude.number=3,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.attitude.number,3,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.attitude.number=4,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.0,,"[0.354203, 2058.144084]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 0, ""comparison_without_feature"": 4}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,1.0,exploratory_statistical_association,numerology,numerology.attitude.number,4,birth_input,"[""birth_date""]",27.0,,5,0.2,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.attitude.number=7,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.5,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 2, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.5,exploratory_statistical_association,numerology,numerology.attitude.number,7,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.balance.number=1,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.balance.number,1,name_input,"[""recorded_name""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.balance.number=3,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.balance.number,3,name_input,"[""recorded_name""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.balance.number=6,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.0,,"[0.354203, 2058.144084]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 0, ""comparison_without_feature"": 4}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,1.0,exploratory_statistical_association,numerology,numerology.balance.number,6,name_input,"[""recorded_name""]",27.0,,5,0.2,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.balance.number=9,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.5,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 2, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.5,exploratory_statistical_association,numerology,numerology.balance.number,9,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birth_month.number=1,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.75,,"[0.003432, 5.946207]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 3, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.75,exploratory_statistical_association,numerology,numerology.birth_month.number,1,birth_input,"[""birth_date""]",0.142857,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birth_month.number=7,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birth_month.number,7,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birth_month.number=8,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.0,,"[0.354203, 2058.144084]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 0, ""comparison_without_feature"": 4}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,1.0,exploratory_statistical_association,numerology,numerology.birth_month.number,8,birth_input,"[""birth_date""]",27.0,,5,0.2,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birth_year.number=1,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birth_year.number,1,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birth_year.number=2,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birth_year.number,2,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birth_year.number=3,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birth_year.number,3,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birth_year.number=4,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.75,exploratory_statistical_association,numerology,numerology.birth_year.number,4,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birthday.number=1,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birthday.number,1,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birthday.number=2,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birthday.number,2,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birthday.number=5,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.0,,"[0.354203, 2058.144084]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 0, ""comparison_without_feature"": 4}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,1.0,exploratory_statistical_association,numerology,numerology.birthday.number,5,birth_input,"[""birth_date""]",27.0,,5,0.2,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birthday.number=6,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birthday.number,6,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.birthday.number=9,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.birthday.number,9,birth_input,"[""birth_date""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.expression.number=3,1.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.5,,"[0.078026, 115.345698]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 0, ""comparison_and_feature"": 2, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.expression.number,3,name_input,"[""recorded_name""]",3.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,decisive_action_under_pressure:numerology.expression.number=33,0.0,decisive_action_under_pressure,,1,"[""neil_armstrong""]",False,0.25,,"[0.018686, 32.373796]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.25,exploratory_statistical_association,numerology,numerology.expression.number,33,name_input,"[""recorded_name""]",0.777778,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
